file,size_bytes,batch,role,suffix
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/indexes.js,5577,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/indexes.js.map,3279,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/polyfill.d.ts,11,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/polyfill.js,280,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/polyfill.js.map,361,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/terminology.d.ts,541,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/terminology.js,678,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/terminology.js.map,425,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/utilities.d.ts,1065,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/utilities.js,3615,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding/utilities.js.map,2486,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding-indexes.d.ts,1006,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding-indexes.js,622575,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding-indexes.js.map,920950,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding.d.ts,141,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding.js,553,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/encoding.js.map,597,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getArrayVal.d.ts,74,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getArrayVal.js,133,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getArrayVal.js.map,264,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getGlobalScope.d.ts,47,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getGlobalScope.js,273,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/esm/helper/getGlobalScope.js.map,326,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/LICENSE.md,12897,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/package.json,2862,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/README.md,4722,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding-indexes.js,623108,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding-indexes.min.js,530532,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding-indexes.min.js.gz,189431,Batch 67,build_or_cache,.gz
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding.js,125292,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding.js.map,193871,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding.min.js,23794,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/@zxing/text-encoding/umd/encoding.min.js.gz,6422,Batch 67,build_or_cache,.gz
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/browser.js,394,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/browser.mjs,337,Batch 67,build_or_cache,.mjs
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.d.ts,1020,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.js,3610,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.js.map,6364,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.mjs,3311,Batch 67,build_or_cache,.mjs
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.mjs.map,6312,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.umd.js,9266,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/dist/abort-controller.umd.js.map,37381,Batch 67,build_or_cache,.map
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/LICENSE,1071,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/package.json,2915,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/polyfill.js,558,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/polyfill.mjs,535,Batch 67,build_or_cache,.mjs
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/abort-controller/README.md,3223,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/HISTORY.md,5096,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/index.js,5252,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/LICENSE,1167,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/HISTORY.md,2499,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/index.js,2451,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/lib/charset.js,3081,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/lib/encoding.js,3506,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/lib/language.js,3409,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/lib/mediaType.js,5358,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/LICENSE,1177,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/package.json,993,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/node_modules/negotiator/README.md,4901,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/package.json,1157,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/accepts/README.md,4123,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/array-flatten/array-flatten.js,1195,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/array-flatten/LICENSE,1103,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/array-flatten/package.json,879,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/array-flatten/README.md,1245,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/.eslintrc,43,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/.github/FUNDING.yml,593,Batch 67,build_or_cache,.yml
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/.nycrc,139,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/CHANGELOG.md,9183,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/index.d.ts,259,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/index.js,475,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/LICENSE,1067,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/package.json,2519,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/README.md,1989,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/test/index.js,502,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/available-typed-arrays/tsconfig.json,3611,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/HISTORY.md,1052,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/index.js,2361,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/LICENSE,1206,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/node_modules/safe-buffer/index.d.ts,8738,Batch 67,build_or_cache,.ts
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/node_modules/safe-buffer/index.js,1529,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/node_modules/safe-buffer/LICENSE,1081,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/node_modules/safe-buffer/package.json,783,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/node_modules/safe-buffer/README.md,19555,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/package.json,1084,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/basic-auth/README.md,3192,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/HISTORY.md,16729,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/index.js,2681,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/lib/read.js,4325,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/lib/types/json.js,5299,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/lib/types/raw.js,1884,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/lib/types/text.js,2285,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/lib/types/urlencoded.js,6404,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/LICENSE,1172,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/package.json,1472,Batch 67,build_or_cache,.json
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/README.md,19180,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/body-parser/SECURITY.md,1193,Batch 67,build_or_cache,.md
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/buffer-from/index.js,1675,Batch 67,build_or_cache,.js
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/buffer-from/LICENSE,1078,Batch 67,build_or_cache,
MLT-04-Inclass-Exercises-File/MLT04-Inclass-Exercises-File - Batch 67/_build/templates/site/myst/book-theme/node_modules/buffer-from/package.json,304,Batch 67,build_or_cache,.json
